,x,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5
42,State 1,0.00062,1.00E-05,-0.00173,-0.00496,-0.00812,-0.01227,-0.01747,-0.02148,-0.02596,-0.03065
43,State 1,0.00047,0.00035,0.00034,-0.0011,-0.00268,-0.00334,-0.0033,-0.0035,-0.00406,-0.00436
44,State 1,0.00136,0.0027,0.00568,0.01033,0.01415,0.01763,0.02123,0.02539,0.03022,0.03253
45,State 1,0.00058,2.00E-05,-0.00186,-0.00404,-0.00551,-0.00771,-0.00939,-0.01102,-0.01302,-0.01445
46,State 1,0.00077,0.00014,-0.00081,-0.00134,-0.00209,-0.00209,-0.00212,-0.00195,-0.0015,-0.00126
47,State 1,0.00136,0.00277,0.00496,0.00644,0.0075,0.00876,0.00956,0.00978,0.01026,0.01034
48,State 1,7.00E-04,0.00115,0.00144,0.00223,0.00311,0.00362,0.00384,0.00512,0.00591,0.00696
49,State 1,0.00083,0.00136,0.00336,0.0049,0.0063,0.00757,0.00941,0.01083,0.01177,0.01238
50,State 1,0.00121,0.00147,0.00167,0.00287,0.00456,0.00621,0.0076,0.0089,0.00981,0.01063
51,State 1,0.00039,-0.00113,-0.00506,-0.00953,-0.0145,-0.01893,-0.02253,-0.02688,-0.03061,-0.03283
52,State 1,0.00048,-0.00013,-0.00067,-0.00119,-0.00192,-0.00284,-0.00329,-0.00402,-0.00391,-0.00487
53,State 1,0.00119,0.00063,0.00042,0.00073,0.00096,0.00197,0.00272,0.00399,0.00588,0.00616
54,State 1,9.00E-04,0.00156,0.00214,0.00276,0.00398,0.00443,0.00472,0.00573,0.00646,0.00711
55,State 1,0.00156,0.00281,0.00523,0.00775,0.01056,0.01304,0.01587,0.01719,0.01917,0.02044
56,State 1,0.00093,1.00E-05,-0.00105,-0.00133,-0.00197,-0.00156,-0.00146,-6.00E-04,-8.00E-05,0.00062
57,State 1,0.00097,0.00129,0.00215,0.00311,0.00397,0.0044,0.00523,0.0061,0.00657,0.0068
58,State 1,0.0013,-0.00083,-0.00332,-0.00522,-0.00719,-0.00885,-0.0102,-0.01181,-0.01298,-0.01405
59,State 1,0.00165,0.00158,0.00158,0.00162,0.0023,0.00281,0.00397,0.00477,0.00616,0.00678
60,State 1,0.00165,0.00112,0.00029,-0.00066,-0.00092,-0.00118,-0.00163,-0.00078,-0.00058,-0.00018
61,State 1,0.00159,0.00055,-0.00121,-0.00254,-0.00461,-0.00606,-0.00722,-0.00877,-0.00971,-0.01098
62,State 1,0.00232,0.00192,0.00203,0.00028,-0.00037,-0.00097,-0.00176,-0.00211,-0.00238,-0.00268
63,State 1,0.00212,0.00302,0.00335,0.0053,0.00652,0.0083,0.01024,0.01175,0.01356,0.01533
64,State 1,0.00278,0.00333,0.00351,0.00442,0.00521,0.00629,0.0074,0.00811,0.00901,0.00984
65,State 1,0.00206,0.00189,0.00194,0.00183,0.00202,0.00236,0.00268,0.00334,0.00344,0.0038
66,State 1,0.00203,0.00036,-0.00148,-0.00314,-0.00475,-0.00718,-0.00964,-0.01201,-0.01339,-0.01474
67,State 1,0.00312,0.00426,0.00543,0.00685,0.0084,0.00963,0.01126,0.01313,0.01481,0.01551
68,State 1,0.00245,0.00097,-0.00103,-0.00272,-0.0044,-0.00588,-0.00747,-0.00893,-0.0108,-0.01196
69,State 1,0.00254,0.00176,0.00076,-0.00011,-0.0014,-0.00243,-0.00381,-0.00487,-0.00601,-0.0071
70,State 1,0.00333,0.00309,0.00306,0.00322,0.0037,0.00438,0.00465,0.00496,0.00538,0.0055
71,State 1,0.00329,0.00357,0.00361,0.00377,0.0036,0.00412,0.00434,0.00514,0.00569,0.00621
72,State 1,0.0032,0.00263,0.002,0.00156,0.00153,0.00088,0.00043,-0.00053,-0.00127,-0.00195
73,State 1,0.00318,0.00244,0.00153,0.00067,-0.00022,-0.00078,-0.00143,-0.00169,-0.00184,-0.00196
74,State 1,0.00388,0.00316,0.00222,0.00145,0.00068,-0.00032,-0.00108,-0.00227,-0.00346,-0.00504
75,State 1,0.00337,0.00317,0.0032,0.00304,0.00274,0.00254,0.00192,0.00143,0.00084,-5.00E-05
76,State 1,0.00404,0.00307,0.00134,0.00147,0.00063,0.00022,0.00025,-3.00E-05,-0.00029,-0.00082
77,State 1,0.00382,0.00289,0.00318,0.00182,0.00178,0.00152,0.00145,0.00134,0.00158,0.00162
78,State 1,0.00441,0.00542,0.00614,0.00715,0.00836,0.00949,0.00999,0.01106,0.01155,0.01227
79,State 1,0.0044,0.00484,0.00586,0.00693,0.00843,0.00951,0.01048,0.01134,0.01225,0.01287
80,State 1,0.00432,0.00437,0.00456,0.00496,0.00543,0.00593,0.00679,0.00722,0.00762,0.00797
81,State 1,0.00403,0.00408,0.00392,0.00385,0.00395,0.00405,0.00421,0.00433,0.00464,0.00484
82,State 1,0.00429,0.00415,0.00452,0.00504,0.00558,0.0062,0.00705,0.00761,0.00829,0.00872
83,State 1,0.00402,0.00324,0.0012,6.00E-05,-0.00123,-0.00213,-0.00346,-0.00452,-0.00561,-0.00671
84,State 1,0.00429,0.00416,0.00361,0.00241,0.00165,0.00119,0.00096,0.00032,-0.00014,-0.00048
85,State 1,0.00389,0.00462,0.00607,0.00778,0.00927,0.01037,0.01186,0.01315,0.01417,0.01524
86,State 1,0.00429,0.00392,0.00352,0.00396,0.00429,0.00433,0.00385,0.0036,0.00326,0.00333
87,State 1,0.0043,0.00397,0.0036,0.00355,0.00413,0.00416,0.00475,0.00495,0.00501,0.0049
88,State 1,0.00437,0.00363,0.00105,-0.00122,-0.00337,-0.00497,-0.00672,-0.00795,-0.00915,-0.01044
89,State 1,0.00405,0.00425,0.00466,0.00449,0.00426,0.00358,0.00281,0.00228,0.00173,0.00107
90,State 1,0.004,0.00521,0.00725,0.0093,0.01153,0.01351,0.01528,0.01652,0.01785,0.01905
91,State 1,0.0064,0.00667,0.00866,0.00956,0.01065,0.01215,0.01328,0.01432,0.0151,0.01652
92,State 1,0.00372,0.00546,0.00595,0.00673,0.00722,0.00687,0.00686,0.00682,0.00611,0.00479
93,State 1,0.00362,0.00363,0.00352,0.004,0.00516,0.00602,0.00621,0.00664,0.007,0.00753
94,State 2,0.00576,0.01032,0.0143,0.01842,0.02306,0.02682,0.03079,0.03207,0.03367,0.0362
95,State 2,0.00177,0.002,0.0021,0.00223,0.00183,0.00281,0.00153,0.0016,0.00249,0.00147
96,State 2,0.00588,0.01156,0.01503,0.01873,0.0224,0.02504,0.02848,0.03069,0.03196,0.03327
97,State 2,0.00201,0.00444,0.00773,0.00978,0.01147,0.01226,0.01385,0.01499,0.0154,0.0153
98,State 2,0.00284,0.0034,0.00218,0.00244,0.00406,0.00524,0.00457,0.00441,0.00363,0.0054
99,State 2,0.00083,-0.00104,-0.00519,-0.00935,-0.01315,-0.01589,-0.01728,-0.01909,-0.02009,-0.02266
100,State 2,3.00E-05,-0.00058,-0.0019,-0.00394,-0.0079,-0.00918,-0.0125,-0.01307,-0.01277,-0.01481
101,State 2,0.00181,0.00095,0.00279,0.00376,0.00387,0.00333,0.00556,0.00568,0.00641,0.00762
102,State 2,0.00213,0.00319,0.00317,0.00476,0.00519,0.00537,0.0069,0.00788,0.0081,0.00775
103,State 2,0.00111,0.00195,0.00285,0.00448,0.00609,0.00767,0.00762,0.00833,0.00907,0.00983
104,State 2,0.00373,0.0047,0.00582,0.00938,0.01215,0.0138,0.01114,0.01096,0.00996,0.00901
105,State 2,0.00197,0.00508,0.00608,0.00917,0.01378,0.01465,0.01935,0.0214,0.02038,0.01346
106,State 2,0.00209,0.00485,0.01005,0.01123,0.01235,0.01825,0.02266,0.03223,0.04257,0.0453
107,State 2,0.00137,0.00447,0.00461,0.00609,0.00616,0.00697,0.00494,0.00428,0.0137,0.02045
108,State 2,-3.00E-04,-0.00073,-0.00195,-0.00277,-0.00422,-0.00745,-0.00671,-0.01194,-0.01342,-0.01312
109,State 2,2.00E-04,-0.00089,-0.00078,-0.00021,-2.00E-05,0.00141,-3.00E-04,-0.00248,-0.00447,-0.00351
110,State 2,0.00085,0.00186,0.0023,0.00366,0.00617,0.0083,0.01016,0.0117,0.01531,0.01732
111,State 2,0.00062,0.00157,0.00031,-7.00E-04,-0.00333,-0.0043,-0.00604,-0.00848,-0.01268,-0.01485
112,State 2,-5.00E-05,0.00039,0.00098,0.00157,0.00185,0.00203,0.00149,-0.00192,-0.00586,-0.01062
113,State 2,0.00044,0.00058,0.00036,-0.00103,-0.00243,-0.00309,-0.00517,-0.00685,-0.00705,-0.0064
114,State 2,0.00017,0.00085,0.00015,0.00114,0.00193,0.00233,0.00382,0.00495,0.00613,0.00569
115,State 2,0.00058,0.00111,0.00347,0.00455,0.00414,0.00549,0.00671,0.00802,0.00887,0.00976
116,State 2,4.00E-04,0.00067,0.00113,0.00218,0.00311,0.00383,0.00404,0.00502,0.00599,0.00682
117,State 2,6.00E-05,0.00054,0.00144,0.00264,0.00242,0.0028,0.00273,0.00242,0.00321,0.00347
118,State 2,0.00048,0.00122,0.00189,0.00487,0.00711,0.00999,0.01231,0.01447,0.01569,0.01784
119,State 2,-2.00E-04,-0.00102,-0.00383,-0.00672,-0.00949,-0.01273,-0.0153,-0.01841,-0.02212,-0.02601
120,State 2,0.00022,0.00169,0.00535,0.00718,0.0093,0.01057,0.01279,0.01484,0.01806,0.01985
121,State 2,7.00E-05,0.00014,0.00051,0.00119,0.0023,0.0023,0.00243,0.00297,0.00316,0.00401
122,State 2,2.00E-04,-3.00E-05,-0.00088,-0.00166,-0.00256,-0.00364,-0.00464,-0.00631,-0.0075,-0.00769
123,State 2,-2.00E-05,0.00037,0.00081,0.00226,0.00333,0.00481,0.00507,0.00692,0.00859,0.00898
124,State 2,2.00E-04,0.00064,0.00114,0.00365,0.00638,0.00804,0.00932,0.01,0.01258,0.01587
125,State 2,0.00052,0.00099,0.0021,0.00344,0.00595,0.00921,0.01264,0.01474,0.01576,0.01706
126,State 2,6.00E-05,0.00046,0.00108,0.00155,0.00266,0.00509,0.00765,0.01066,0.01149,0.01092
127,State 2,3.00E-04,0.00073,0.00115,0.0018,0.00261,0.00394,0.00557,0.00767,0.01134,0.01371
128,State 2,0.00017,0.00045,0.00085,0.00147,0.00186,0.0027,0.00281,0.00385,0.00424,0.00451
129,State 2,0.00012,0.00023,0.00085,0.00176,0.00306,0.00474,0.00572,0.00622,0.00638,0.00695
130,State 2,0.00017,-2.00E-05,-0.00061,-0.0015,-0.0028,-0.00405,-0.0055,-0.00696,-0.00794,-0.01002
131,State 2,0.00019,3.00E-04,-0.00013,-8.00E-04,-0.0034,-0.00541,-0.00854,-0.01205,-0.01598,-0.01977
132,State 2,0.00029,0.00077,0.00078,0.00134,0.00214,0.00265,0.00457,0.00604,0.00688,0.00653
133,State 2,0.00025,0.00035,0.00029,-0.00053,-0.00178,-0.00314,-0.00456,-0.00525,-0.00523,-0.00572
134,State 2,0.00013,0.00025,-0.00062,-0.00129,-0.00211,-0.00204,-0.00243,-0.00297,-0.003,-0.00243
135,State 2,0.00017,0.00079,0.00249,0.00485,0.00717,0.00956,0.01105,0.01344,0.01541,0.01649
136,State 2,0.00021,0.00062,0.00115,0.00293,0.00449,0.00694,0.00974,0.01181,0.01389,0.01553
137,State 2,0.00012,0.00029,2.00E-04,0.00029,0.00065,0.00058,0.00082,-0.00032,-0.00041,0.00023
138,State 2,-0.00028,-4.00E-04,0.00016,0.00185,0.00469,0.00761,0.01077,0.01492,0.01777,0.02055
139,State 2,0.00076,0.00162,0.00198,0.00288,0.00411,0.00638,0.00861,0.01101,0.01451,0.01858
140,State 2,-0.00011,-0.00038,-0.00052,-0.00082,-0.00174,-0.00214,-0.00142,-0.00052,3.00E-04,0.00149
141,State 2,0.00019,0.00058,0.00052,0.001,0.00163,0.00172,0.00144,0.00198,0.00263,0.00212
142,State 2,0.00011,0.00026,0.00033,3.00E-05,-0.00032,0,0.00057,0.00086,0.00101,0.00184
143,State 2,-0.00013,0.00016,8.00E-05,0.00043,0.00081,0.00126,0.00195,0.00322,0.00404,0.00599
144,State 2,0.00015,3.00E-04,0.00056,0.00097,0.00171,0.00241,0.00395,0.00526,0.00711,0.00781
145,State 2,3.00E-05,-0.00024,-0.00069,-0.00113,-0.00198,-0.00296,-0.00409,-0.00458,-0.00575,-0.0059
146,State 2,-8.00E-05,-4.00E-05,-0.00028,-0.00041,-0.00089,-0.00169,-0.00245,-0.00398,-0.00508,-0.00634
147,State 2,0.00027,0.00041,0.00088,0.00162,0.00283,0.00398,0.00566,0.00726,0.00954,0.01162
148,State 2,0.00018,0.00024,0.00017,0.00013,0.00058,0.00117,0.00192,0.00333,0.00495,0.00718
149,State 1,-3.00E-05,-5.00E-05,-0.00029,-0.00055,-0.00065,-0.00085,-0.0013,-0.00118,-0.00157,-0.00209
150,State 1,0.00027,0.00065,0.00136,0.00207,0.003,0.004,0.00525,0.00643,0.00715,0.00772
151,State 1,2.00E-05,5.00E-05,-3.00E-05,3.00E-05,-9.00E-05,2.00E-05,0.00015,0.00068,0.00116,0.00101
152,State 1,0.00017,0.00021,0.00018,4.00E-05,-0.00015,-0.00019,-4.00E-05,-0.00051,-0.00038,-1.00E-04
153,State 1,0.00018,0.00013,-3.00E-05,-0.00041,-0.00081,-0.00124,-0.00165,-0.00202,-0.00257,-0.00315
154,State 1,0.00018,0.00024,0.00036,0.00071,0.00118,0.00166,0.00261,0.00353,0.00479,0.00568
155,State 1,0.00026,0.00039,0.00049,0.00049,3.00E-04,0,-0.00072,-0.00152,-0.00227,-0.00297
156,State 1,0.00014,0.00035,0.00038,0.00019,1.00E-04,-0.00047,-0.00086,-0.00197,-0.00348,-0.00498
157,State 1,6.00E-05,0.00013,0.00029,0.00071,0.0013,0.0021,0.00296,0.0041,0.00518,0.00656
158,State 1,2.00E-05,0.00022,0.00013,1.00E-05,8.00E-05,0.00013,0.00043,0.00064,0.00093,0.00131
159,State 1,0.00031,0.00048,0.00076,0.00094,0.00135,0.00179,0.00254,0.00329,0.00427,0.00524
160,State 1,-1.00E-05,0,-0.00014,-0.00078,-0.00197,-0.00369,-0.0058,-0.00813,-0.01086,-0.01368
161,State 1,4.00E-05,2.00E-05,-5.00E-05,-0.00045,-0.00151,-0.00305,-0.00539,-0.00838,-0.01145,-0.01463
162,State 1,0.00026,6.00E-04,0.00081,0.00148,0.00221,0.00304,0.00366,0.00399,0.00391,0.00341
163,State 1,0,3.00E-05,-0.00023,-0.00097,-0.00184,-0.0033,-0.00475,-0.00672,-0.008,-0.0091
164,State 1,0.00022,0.00051,0.00117,0.00212,0.00375,0.00568,0.00755,0.00994,0.01209,0.01403
165,State 1,-7.00E-05,-2.00E-05,0.00013,0.00067,0.00118,0.0022,0.00293,0.00355,0.00422,0.00447
166,State 1,-4.00E-05,-0.00012,0.00019,0.00059,0.00123,0.00182,0.00226,0.00214,0.00179,0.00072
167,State 1,0.00028,0.00029,0.00024,-5.00E-04,-0.00214,-0.00383,-0.00583,-0.00825,-0.01106,-0.01349
168,State 1,7.00E-05,0.00027,0.00062,0.00138,0.00235,0.00375,0.00546,0.00774,0.01066,0.01324
169,State 1,8.00E-05,0.00015,0.00037,0.00075,0.00109,0.00141,0.00191,0.00187,0.00169,0.00156
170,State 1,0.00021,0.00035,0.00024,-4.00E-04,-0.00171,-0.00314,-0.00446,-0.00579,-0.00631,-0.00713
171,State 1,9.00E-05,0.00033,0.00052,0.00102,0.00149,0.00215,0.00308,0.00376,0.00402,0.0045
172,State 1,-3.00E-05,-1.00E-05,0.00031,0.00126,0.00239,0.00345,0.00469,0.00593,0.00738,0.00862
173,State 1,0.00013,0.00014,1.00E-04,-0.00039,-0.00058,-0.00063,-0.00096,-0.00139,-0.00165,-0.00188
174,State 1,9.00E-05,2.00E-04,8.00E-05,-9.00E-05,-0.00092,-0.0017,-0.00263,-0.00407,-0.0044,-0.00426
175,State 1,-7.00E-05,0.00019,0.00039,9.00E-04,0.00187,0.00284,0.00427,0.00559,0.00659,0.00756
176,State 1,0.00027,0.00031,0.00036,0.00022,-0.00055,-0.00106,-0.0017,-0.00228,-0.00322,-0.00387
177,State 1,-8.00E-05,0,0.00066,0.00195,0.00364,0.00485,0.00616,0.00715,0.00807,0.00883
178,State 1,2.00E-05,-2.00E-05,0.00074,0.00161,0.00212,0.00314,0.00488,0.00608,0.00709,0.00826
179,State 1,0.00015,-4.00E-04,-0.00177,-0.00242,-0.00299,-0.00401,-0.00496,-0.00549,-0.0057,-0.00558
180,State 1,0.00011,0.00088,0.00234,0.00422,0.00698,0.00986,0.01344,0.01719,0.02069,0.02333
181,State 1,1.00E-04,-2.00E-05,-0.001,-0.00187,-0.00365,-0.00532,-0.00708,-0.00943,-0.012,-0.01386
182,State 1,8.00E-05,0.00023,0.00072,0.0017,0.00339,0.00494,0.00581,0.00653,0.00761,0.00782
183,State 1,0.00017,0.00063,0.00069,0.00053,0.00052,0.00061,0.00107,0.00068,0.00015,-0.00093
184,State 1,-4.00E-05,0.00014,0.00025,0.00049,0.00066,0.00061,0.00057,0.00028,-2.00E-04,-0.00076
185,State 1,0.00025,0.00031,0.00043,0.00033,0.00032,-0.00029,-0.00066,-0.00197,-0.0031,-0.00496
186,State 2,-0.00015,1.00E-04,0.00033,0.00051,0.00114,0.00241,0.00299,0.00439,0.00577,0.00681
187,State 2,0.00013,-9.00E-05,-0.00037,-0.00046,-0.00106,-0.00142,-0.00068,-0.00087,-0.00052,0.00049
188,State 2,0.00056,0.00107,0.00172,0.00275,0.00439,0.00568,0.00714,0.00884,0.0102,0.01089
189,State 2,-0.00022,-0.00035,-0.00055,-0.001,-0.00154,-0.002,-0.00236,-0.00403,-0.00516,-0.0057
190,State 2,7.00E-05,-0.00089,-0.00208,-0.00222,-0.00286,-0.00341,-0.00358,-0.00322,-0.00371,-0.00468
191,State 2,3.00E-05,-4.00E-05,-0.00044,-0.00129,-0.00109,-0.00075,-0.00132,-0.00219,-0.00239,-0.00263
192,State 2,4.00E-04,0.00176,0.0031,0.00511,0.00751,0.00977,0.01289,0.01597,0.01872,0.02085
193,State 2,0.00058,0.00049,0.00054,0.00099,0.00212,0.0034,0.00403,0.0041,0.00457,0.00575
194,State 2,0.00059,0.0013,0.00136,0.00164,0.00169,0.00205,0.00273,0.00369,0.00338,0.00307
195,State 1,0.00035,0.00076,0.00071,0.00018,-0.00055,-0.00104,-0.00107,-0.00158,-0.00191,-0.00264
196,State 1,0.00011,-0.00027,-0.00057,-0.00082,-0.00114,-0.00129,-0.00117,-0.00174,-0.00215,-0.00238
197,State 1,0.00081,0.00214,0.00366,0.00563,0.00767,0.00952,0.01158,0.01439,0.01724,0.01897
198,State 1,0.00017,5.00E-05,-0.00037,-0.00077,-0.00077,-0.00062,-0.00059,-0.00039,-0.00053,-0.00039
199,State 1,0.00029,0.00014,-0.00087,-0.00187,-0.00285,-0.00377,-0.00444,-0.00545,-0.00653,-0.00717
200,State 1,0.00052,0.00063,0.00106,0.00137,0.00159,0.0021,0.00252,0.00294,0.00346,0.0034
201,State 1,0.00041,0.00067,0.00022,-0.00036,-0.00106,-0.00173,-0.00192,-0.003,-0.00425,-0.00571
202,State 1,0.00016,-0.00034,-0.00192,-0.00334,-0.00525,-0.00871,-0.01179,-0.01562,-0.01891,-0.02257
203,State 1,0.00032,0.00069,0.00076,0.00015,0,0.00066,0.00048,0.00063,-0.00013,-0.00064
204,State 1,0.00073,0.00134,0.00163,0.00144,0.00072,0.00081,0.00153,0.0022,0.00285,0.00311
205,State 1,0.00035,0.00035,1.00E-04,0.00029,0.00061,0.00027,0.00037,0.00034,0.00067,0.00078
206,State 1,0.00018,-0.00013,-0.00011,0.00098,0.0019,0.00247,0.00256,0.00287,0.00303,0.00304
207,State 1,0.00056,0.00053,0.00052,0.00087,0.00175,0.00278,0.00388,0.00479,0.00579,0.00645
208,State 1,0.00063,0.00045,0.00074,0.00087,0.00145,0.00189,0.00269,0.00348,0.00409,0.00467
209,State 1,0.00075,0.00051,-0.00016,-0.00058,-0.00092,-0.00147,-0.00151,-0.00191,-0.00255,-0.00339
210,State 1,0.00096,0.00147,0.00161,0.00177,0.00225,0.00291,0.00304,0.0033,0.00359,0.00394
211,State 1,0.001,0.00112,0.00136,0.0016,0.00232,0.0035,0.00453,0.00556,0.00664,0.00754
212,State 1,0.00086,0.00048,-0.00046,-0.0013,-0.00273,-0.00381,-0.00467,-0.0056,-0.00689,-0.00808
213,State 1,0.00088,0.00056,0,-0.00058,-0.00087,-0.00105,-0.00107,-0.00126,-0.00122,-0.00169
214,State 1,0.00073,0.00012,-0.00115,-0.00185,-0.00214,-0.00272,-0.00311,-0.00352,-0.00351,-0.00338
215,State 1,0.00091,0.00057,0,-1.00E-04,-0.00024,-7.00E-05,-0.00051,-0.00075,-0.00081,-6.00E-04
